track_name,artist,energy,danceability,valence,tempo
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",0.88,0.6397572571005143,0.93,115
GATï¿½ï¿½,"Maldy, Karol G",0.86,0.6368005210323867,0.34,93
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,0.52,0.6378676261532464,0.21,101
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",0.62,0.6301041757720734,0.85,116
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",0.68,0.6317255715775577,0.49,155
Miserable Man,David Kushner,0.35,0.6387720849605822,0.31,92
Every Summertime,NIKI,0.67,0.6388095085423068,0.76,135
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",0.75,0.6340944185671504,0.75,96
psychofreak (feat. WILLOW),"Camila Cabello, Willow",0.64,0.6303564962393005,0.45,71
El Apagï¿½,Bad Bunny,0.7,0.6368444326101177,0.6,159
For Youth,BTS,0.51,0.6329905328955928,0.29,86
So Good,Halsey,0.62,0.6379683212214985,0.29,102
cï¿½ï¿½mo dormi,Rels B,0.43,0.6367145065861081,0.56,78
Kill Bill,SZA,0.73,0.643175099921234,0.43,112
Anti-Hero,Taylor Swift,0.63,0.6448237781564561,0.51,117
Moonlight,Kali Uchis,0.72,0.644641739859772,0.88,108
Karma,Taylor Swift,0.62,0.6412415360257132,0.1,111
Everybody Wants To Rule The World,Tears For Fears,0.81,0.6434744901027544,0.54,95
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",0.87,0.6482494702277513,0.31,119
Midnight Rain,Taylor Swift,0.37,0.648797973828688,0.18,94
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",0.77,0.6426504211454859,0.3,93
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,0.8,0.6463289816252333,0.67,82
TRUSTFALL,P!nk,0.89,0.6490491493703011,0.25,129
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,0.72,0.6412432651222031,0.31,76
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",0.91,0.640502472709524,0.61,126
Yonaguni,Bad Bunny,0.65,0.644155864238435,0.44,105
Maroon,Taylor Swift,0.4,0.6427761781768271,0.04,114
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",0.7,0.6479965695098362,0.14,89
you broke me first,Tate McRae,0.37,0.6479010028698753,0.08,134
Hati-Hati di Jalan,Tulus,0.44,0.6464311927651346,0.76,77
SUPERMODEL,Mï¿½ï¿½ne,0.88,0.6487525133366678,0.8,85
Selfish,PnB Rock,0.6,0.6469128816856246,0.04,83
Broke Boys,"Drake, 21 Savage",0.53,0.6499073534815349,0.11,145
WHERE SHE GOES,Bad Bunny,0.8,0.6586354289393763,0.23,156
LADY GAGA,"Gabito Ballesteros, Junior H, Peso Pluma",0.74,0.6545858094196545,0.87,84
Mine (Taylor's Version),Taylor Swift,0.78,0.6524217892861668,0.49,135
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",0.69,0.653548374396278,0.27,101
Let Me Down Slowly,Alec Benjamin,0.55,0.657236861869478,0.51,156
Shake It Off,Taylor Swift,0.8,0.6536222677948186,0.95,132
Titi Me Preguntï¿,Bad Bunny,0.72,0.6577840790307131,0.19,155
The Color Violet,Tory Lanez,0.53,0.6501922619138496,0.46,120
REMIX EXCLUSIVO,Feid,0.56,0.6590670041159973,0.71,94
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",0.79,0.6520987642477573,0.63,127
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",0.95,0.6537355640855316,0.72,132
Boy With Luv (feat. Halsey),"Halsey, BTS",0.86,0.6504004123800792,0.8,131
Shut up My Moms Calling - (Sped Up),Hotel Ugly,0.47,0.6524830147318399,0.36,91
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",0.8,0.6529021105299934,0.49,127
Holly Jolly Christmas,Michael Bublï¿,0.47,0.6579214906056114,0.7,127
Seek & Destroy,SZA,0.65,0.6570973370718299,0.35,155
Out of Time,The Weeknd,0.74,0.659646250033193,0.82,118
Surface Pressure,Jessica Darrow,0.58,0.6585809784558646,0.37,121
I AM WOMAN,Emmy Meli,0.47,0.6509142411269729,0.46,111
Worst Day,Future,0.6,0.6558965380846733,0.6,139
Nail Tech,Jack Harlow,0.58,0.6556392438840338,0.11,84
We Cry Together,"Kendrick Lamar, Taylour Paige",0.69,0.6571387175241225,0.52,123
Grapejuice,Harry Styles,0.72,0.6585068780576454,0.88,129
KU LO SA - A COLORS SHOW,Oxlade,0.66,0.658629042450915,0.79,77
Prohibidox,Feid,0.8,0.656695309109186,0.52,122
Bye Bye,"Marshmello, Juice WRLD",0.53,0.6520971952666262,0.24,129
Counting Stars,OneRepublic,0.71,0.6671933053019893,0.48,74
Ch y la Pizza,"Fuerza Regida, Natanael Cano",0.6,0.665282902609052,0.85,137
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",0.4,0.6648786422744754,0.32,75
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,0.76,0.6664669721176844,0.43,116
Love Again,The Kid Laroi,0.4,0.6683991961038919,0.47,124
After Hours,The Weeknd,0.57,0.6622632684185773,0.16,109
Boy's a liar,PinkPantheress,0.84,0.667117084746468,0.74,121
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",0.32,0.6612333186418132,0.19,85
Need To Know,Doja Cat,0.61,0.662154388864017,0.19,82
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",0.82,0.6610246710040041,0.76,99
Lost in the Fire,"The Weeknd, Gesaffelstein",0.68,0.6633000886300477,0.18,88
Volando - Remix,"Sech, Bad Bunny, Mora",0.69,0.661952585881056,0.63,86
La Corriente,"Tony Dize, Bad Bunny",0.79,0.6603727453739703,0.58,132
Mirror,Kendrick Lamar,0.65,0.6611772330664539,0.29,88
Savior - Interlude,Kendrick Lamar,0.43,0.6693091155245499,0.83,127
Miss You,Southstar,0.58,0.6628941261738752,0.24,124
Mastermind,Taylor Swift,0.35,0.6679199968241278,0.12,159
Ella Baila Sola,"Eslabon Armado, Peso Pluma",0.76,0.6778456102072863,0.83,159
Columbia,Quevedo,0.71,0.6764619431414473,0.26,131
Dance The Night (From Barbie The Album),Dua Lipa,0.85,0.6743499922292642,0.78,92
Angels Like You,Miley Cyrus,0.64,0.6737563765288657,0.49,78
(It Goes Like) Nanana - Edit,Peggy Gou,0.88,0.6717669007119729,0.96,81
Night Changes,One Direction,0.52,0.6757399468665298,0.4,70
Hits Different,Taylor Swift,0.78,0.6798461443509264,0.24,127
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,0.67,0.6789992607482098,0.55,70
I Know - PR1SVX Edit,"Kanii, PR1ISVX",0.76,0.6705726556356965,0.11,103
Where Are You Now,"Lost Frequencies, Calum Scott",0.64,0.6779314649748366,0.26,117
Mistletoe,Justin Bieber,0.54,0.6701355837744777,0.88,158
A Holly Jolly Christmas - Single Version,Burl Ives,0.36,0.6781181609368896,0.81,70
Open Arms (feat. Travis Scott),"SZA, Travis Scott",0.59,0.6771330842961821,0.22,85
My Only Wish (This Year),Britney Spears,0.72,0.6791950978363758,0.69,130
Infinity,Jaymes Young,0.67,0.6762102176596307,0.5,133
Salimo de Noche,"Trueno, Tiago pzk",0.63,0.6795207380964328,0.78,132
Thunder,"Prezioso, Gabry Ponte, LUM!X",0.9,0.6760149665689998,0.4,138
Fair Trade (with Travis Scott),"Drake, Travis Scott",0.47,0.6752035389949613,0.29,91
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",0.75,0.6727307434829572,0.74,136
Swim,Chase Atlantic,0.54,0.6710563369948543,0.08,145
Demasiadas Mujeres,C. Tangana,0.46,0.6719575643354567,0.37,95
Hold Me Closer,"Elton John, Britney Spears",0.77,0.6700478205751995,0.49,85
Forget Me,Lewis Capaldi,0.74,0.6709424286670849,0.72,120
Starboy,"The Weeknd, Daft Punk",0.59,0.6837769970716272,0.49,155
CORAZï¿½ï¿½N VA,Maria Becerra,0.79,0.6876235554137091,0.4,126
Coco Chanel,"Bad Bunny, Eladio Carrion",0.76,0.6835390640453347,0.14,98
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",0.71,0.686565512978493,0.17,147
Save Your Tears,The Weeknd,0.82,0.6819693432797058,0.61,138
Sure Thing,Miguel,0.6,0.6821383637293734,0.51,116
I AM,IVE,0.88,0.6840008676335596,0.38,131
on the street (with J. Cole),"j-hope, J. Cole",0.82,0.6849784678689546,0.81,138
I Wrote The Book,Morgan Wallen,0.81,0.6858978685603332,0.83,145
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",0.71,0.6806841076920933,0.83,85
I'm Not The Only One,Sam Smith,0.49,0.6875306942347724,0.5,159
One Right Now (with The Weeknd),"The Weeknd, Post Malone",0.78,0.6844379993417496,0.72,159
thought i was playing,"21 Savage, Gunna",0.73,0.6885836565828647,0.29,117
Adore You,Harry Styles,0.77,0.6815532560961864,0.57,154
Tom's Diner,"AnnenMayKantereit, Giant Rooks",0.43,0.6863259223854667,0.33,108
In My Head,Lil Tjay,0.55,0.6815823902927903,0.41,102
Still Life,BIGBANG,0.58,0.6832011214772984,0.24,92
TUS Lï¿½ï¿½GR,"Sech, Mora",0.71,0.6813862564633607,0.45,79
295,Sidhu Moose Wala,0.76,0.6898020524797829,0.54,138
After LIKE,IVE,0.92,0.6897093543263765,0.8,103
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Taylor Swift,0.76,0.6930635455972514,0.82,121
Nosso Quadro,"Ana Castela, AgroPlay",0.71,0.6947741804321776,0.61,79
Bad Habit,Steve Lacy,0.51,0.6927984647191334,0.69,88
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",0.9,0.6957653911403138,0.36,127
"You're On Your Own, Kid",Taylor Swift,0.39,0.6957719796784043,0.4,70
Deck The Hall - Remastered 1999,Nat King Cole,0.36,0.6978449416924697,0.96,138
Run Rudolph Run - Single Version,Chuck Berry,0.71,0.694801703430435,0.94,73
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",0.89,0.6984408888475703,0.7,85
Light Switch,Charlie Puth,0.63,0.6917754183856881,0.91,93
Levitating,Dua Lipa,0.88,0.6978341031571014,0.9,149
Monï¿½ï¿½y so,YEAT,0.57,0.6909876929358566,0.35,71
RUMBATï¿½,Daddy Yankee,0.91,0.6974871765759636,0.9,101
Daylight,Harry Styles,0.45,0.6943346238893625,0.63,153
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",0.81,0.7019358966394564,0.86,93
No Role Modelz,J. Cole,0.52,0.7066806621011856,0.47,81
Why'd You Only Call Me When You're High?,Arctic Monkeys,0.63,0.7092346565512517,0.81,119
Fin de Semana,"Oscar Maydon, Junior H",0.54,0.7015098144427628,0.37,104
Circles,Post Malone,0.75,0.7034213993935465,0.59,102
Abcdario,"Junior H, Eden Muï¿½ï",0.43,0.7069870767649262,0.42,102
Haegeum,Agust D,0.84,0.7046854258703097,0.83,130
Komang,Raim Laode,0.41,0.7023283536122824,0.35,120
En Paris,"El Chachito, Junior H",0.48,0.7001055667562553,0.77,112
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",0.68,0.7027257411368548,0.86,81
Lose Yourself - Soundtrack Version,Eminem,0.73,0.704598477885962,0.06,136
10:35:00,"Tiï¿½ï¿½sto, Tate M",0.79,0.7041735138774807,0.7,134
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",0.79,0.7024757397010687,0.76,102
Low,SZA,0.55,0.7025726712540051,0.34,109
Red Ruby Da Sleeze,Nicki Minaj,0.73,0.7057369309202728,0.29,143
Maan Meri Jaan,King,0.51,0.7086404446743767,0.4,112
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",0.9,0.7095198491096822,0.84,113
Te Felicito,"Shakira, Rauw Alejandro",0.64,0.7033801756071759,0.57,98
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,0.34,0.7065012146976474,0.31,82
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",0.83,0.707659708383802,0.92,81
Rockin' Around The Christmas Tree,Brenda Lee,0.41,0.7094872843293477,0.85,115
Antidepresan,"Mabel Matiz, Mert Demir",0.59,0.7018742155281892,0.92,71
SPIT IN MY FACE!,ThxSoMch,0.57,0.7044570851437162,0.57,104
Bejeweled,Taylor Swift,0.56,0.7007251371084195,0.39,156
ýýýabcdefu,Gayle,0.54,0.7055539348480181,0.42,150
Sacrifice,The Weeknd,0.79,0.704899684258476,0.91,159
Is There Someone Else?,The Weeknd,0.58,0.7009269753343353,0.6,77
Take My Breath,The Weeknd,0.77,0.7013950399804156,0.35,95
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",0.44,0.7046575929192493,0.61,143
Life Goes On,Oliver Tree,0.49,0.7019961881897159,0.57,159
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",0.72,0.7041844454943424,0.76,103
Permission to Dance,BTS,0.74,0.7028582082710699,0.65,76
"jealousy, jealousy",Olivia Rodrigo,0.58,0.7018817730960198,0.71,137
LOVE DIVE,IVE,0.71,0.7005593619204863,0.54,127
Right On,Lil Baby,0.61,0.7026364662879381,0.22,144
Flowers,Lauren Spencer Smith,0.44,0.7045571778534705,0.31,98
En El Radio Un Cochinero,Victor Cibrian,0.62,0.709757568126557,0.97,105
BREAK MY SOUL,Beyoncï¿,0.88,0.7070378716924506,0.87,158
Caile,Luar La L,0.76,0.701864773595215,0.46,90
JGL,"Luis R Conriquez, La Adictiva",0.59,0.7015456790507844,0.97,105
Ferxxo 100,Feid,0.57,0.7036714867928028,0.58,79
Talk,YEAT,0.76,0.7074075979121082,0.26,142
Poland,Lil Yachty,0.56,0.7095178083079499,0.26,93
LALA,Myke Towers,0.74,0.7124021006119269,0.61,133
Flowers,Miley Cyrus,0.68,0.718952290014049,0.65,118
Creepin',"The Weeknd, 21 Savage, Metro Boomin",0.61,0.7178457711052008,0.17,105
I Ain't Worried,OneRepublic,0.81,0.7178271962873976,0.82,151
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",0.47,0.7191821603319591,0.24,93
Fast Car,Luke Combs,0.6,0.7134368706178276,0.67,92
Reminder,The Weeknd,0.5,0.719192634766996,0.4,131
La Jumpa,"Arcangel, Bad Bunny",0.7,0.712104967093437,0.58,106
Normal,Feid,0.56,0.7186496901870414,0.59,81
DOGTOOTH,"Tyler, The Creator",0.65,0.7144255608411545,0.8,124
Late Night Talking,Harry Styles,0.73,0.7155317703226531,0.9,82
Murder In My Mind,Kordhell,0.97,0.7118330652966907,0.57,92
Peaches (from The Super Mario Bros. Movie),Jack Black,0.31,0.7192166818946799,0.41,158
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",0.88,0.7179801305162308,0.34,99
Sugar Rush Ride,TOMORROW X TOGETHER,0.89,0.7198729647910401,0.83,86
Love Language,SZA,0.26,0.7109889177103388,0.55,131
Beggin,Mï¿½ï¿½ne,0.8,0.7110831231815709,0.59,153
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",0.61,0.7164232413949888,0.14,158
That's Hilarious,Charlie Puth,0.44,0.7120303098109882,0.55,155
Soy El Unico,Yahritza Y Su Esencia,0.45,0.7142674438062335,0.63,82
Me Fui de Vacaciones,Bad Bunny,0.65,0.715024968655228,0.43,128
Pasoori,"Shae Gill, Ali Sethi",0.6,0.7177368643663616,0.67,88
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",0.52,0.7147474439261515,0.37,118
True Love,"Kanye West, XXXTENTACION",0.86,0.7168045704281716,0.39,81
Daydreaming,Harry Styles,0.81,0.7179096592782419,0.9,130
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",0.4,0.7186788920543914,0.78,88
TQG,"Karol G, Shakira",0.63,0.7220760193851647,0.61,145
El Cielo,"Feid, Myke Towers, Sky Rompiendo",0.64,0.7208116801965027,0.17,78
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",0.59,0.7201872778102539,0.45,140
All Of The Girls You Loved Before,Taylor Swift,0.47,0.7280497690236847,0.4,97
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",0.78,0.7205156153434408,0.79,147
VOID,Melanie Martinez,0.66,0.7256102780027541,0.42,121
WANDA,Quevedo,0.63,0.723192666289663,0.96,152
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",0.76,0.7264818141225102,0.59,85
Snowman,Sia,0.51,0.7242703609402267,0.33,138
Merry Christmas Everyone,Shakin' Stevens,0.87,0.7231566200540368,0.91,81
Notice Me,SZA,0.68,0.7233334731387164,0.78,94
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",0.68,0.7276430352544127,0.67,121
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",0.71,0.7219627167793721,0.54,154
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",0.72,0.7276473950521637,0.67,122
DARARI,Treasure,0.64,0.721428848794902,0.55,92
Chance,Paulo Londra,0.46,0.7210831810285615,0.22,85
Run BTS,BTS,0.82,0.7263099784136132,0.7,126
Music For a Sushi Restaurant,Harry Styles,0.72,0.7271669016290648,0.36,108
Keep Driving,Harry Styles,0.48,0.7218689773539456,0.9,122
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",0.46,0.724864237599785,0.18,111
2 Be Loved (Am I Ready),Lizzo,0.77,0.7206572399052366,0.92,127
Locked Out Of Heaven,Bruno Mars,0.7,0.7322181491300357,0.87,108
Under The Influence,Chris Brown,0.69,0.7329512904003914,0.31,83
We Found Love,"Rihanna, Calvin Harris",0.77,0.7349089261483237,0.6,74
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",0.62,0.7395405976544542,0.45,104
Lavender Haze,Taylor Swift,0.44,0.7339234486171672,0.1,156
People Pt.2 (feat. IU),"IU, Agust D",0.57,0.7311673074118917,0.44,144
HAPPY,NF,0.86,0.7382835443292965,0.22,87
You Proof,Morgan Wallen,0.85,0.7389351682517292,0.64,145
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",0.57,0.7378003376824082,0.88,143
Used (feat. Don Toliver),"SZA, Don Toliver",0.69,0.7300951549076742,0.71,127
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",0.32,0.7305836300341152,0.72,86
Volvï¿,"Aventura, Bad Bunny",0.86,0.7326737038533956,0.79,76
Dakiti,"Bad Bunny, Jhay Cortez",0.57,0.7381440308765249,0.14,115
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",0.85,0.7302397511333864,0.6,82
Rolling in the Deep,Adele,0.76,0.7301843245191162,0.52,109
positions,Ariana Grande,0.8,0.7311097100629513,0.66,111
Pope Is a Rockstar,SALES,0.45,0.7312496048876378,0.31,78
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",0.74,0.7334528530029254,0.54,119
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",0.74,0.737861689581163,0.37,96
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",0.83,0.7312329456801977,0.68,135
Mr. Morale,"Kendrick Lamar, Tanna Leone",0.54,0.7357724751206688,0.26,74
SloMo,Chanel,0.81,0.7399021527499954,0.59,98
Pass The Dutchie,Musical Youth,0.67,0.736532248224414,0.88,106
Betty (Get Money),Yung Gravy,0.75,0.7359333681269932,0.62,107
Nxde,(G)I-DLE,0.91,0.7305184084162936,0.65,152
Circo Loco,"Drake, 21 Savage",0.61,0.7369836924630222,0.25,77
Rush,Troye Sivan,0.84,0.7479791982286699,0.35,134
What It Is (Solo Version),Doechii,0.76,0.742700876601428,0.76,155
Money Trees,"Kendrick Lamar, Jay Rock",0.53,0.740945267972812,0.37,86
Nonsense,Sabrina Carpenter,0.68,0.7452356084959338,0.68,140
El Gordo Trae El Mando,Chino Pacas,0.8,0.7467599995252563,0.96,158
Cheques,Shubh,0.63,0.7402194021776954,0.36,114
Have You Ever Seen The Rain?,Creedence Clearwater Revival,0.7,0.7476701690903573,0.76,73
CHORRITO PA LAS ANIMAS,Feid,0.83,0.7426462291597621,0.61,105
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,0.73,0.7467157793390179,0.75,139
Leï¿½,Marï¿½ï¿½lia Mendo,0.87,0.749900746794378,0.79,100
LET GO,Central Cee,0.45,0.7470714109321722,0.51,88
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",0.69,0.7450074718827787,0.43,130
Besos Moja2,"Wisin & Yandel, ROSALï¿½",0.73,0.742628502752614,0.64,123
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",0.7,0.7420318609099739,0.89,108
Payphone,"Maroon 5, Wiz Khalifa",0.74,0.7417213043336781,0.51,143
Last Christmas,Wham!,0.65,0.7455032183258254,0.88,159
Jingle Bell Rock,Bobby Helms,0.37,0.7487411442437218,0.78,88
Gasoline,The Weeknd,0.73,0.7425216888192554,0.35,108
love nwantiti (ah ah ah),Ckay,0.73,0.7410324051554847,0.53,136
THATS WHAT I WANT,Lil Nas X,0.85,0.7435191669958037,0.55,114
TO THE MOON,Jnr Choi,0.65,0.7439306096418911,0.39,82
No Lie,"Sean Paul, Dua Lipa",0.89,0.7463047892180996,0.45,127
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",0.66,0.7430697042431327,0.79,89
Polaroid Love,ENHYPEN,0.67,0.7474094649773246,0.65,141
Numb Little Bug,Em Beihold,0.52,0.7479008467333462,0.61,130
La Santa,"Daddy Yankee, Bad Bunny",0.87,0.7450988422613419,0.59,108
Si Te La Encuentras Por Ahï¿,Feid,0.58,0.7466052601566686,0.46,70
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",0.89,0.7473713156836324,0.71,72
California Breeze,Lil Baby,0.67,0.7429361553527204,0.22,146
Blank Space,Taylor Swift,0.68,0.7571000908049463,0.57,131
LUNA,"Junior H, Peso Pluma",0.63,0.751087454755261,0.79,132
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",0.53,0.7554361728054126,0.48,94
Acrï¿½ï¿½s,Shakira,0.48,0.7598433578482325,0.35,125
Punto G,Quevedo,0.76,0.758300437904125,0.55,102
Revenge,XXXTENTACION,0.25,0.7563802898029031,0.18,107
LA CANCIï¿½,"J Balvin, Bad Bunny",0.65,0.7537960841097673,0.43,75
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,0.58,0.7570288064200196,0.74,127
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",0.84,0.7500447906816734,0.85,113
Mon Amour - Remix,"Aitana, zzoilo",0.76,0.7541501966321117,0.36,114
The Motto,"Tiï¿½ï¿½sto, Ava",0.76,0.753162683713247,0.46,101
Tacones Rojos,Sebastian Yatra,0.86,0.7592802253594754,0.93,114
Dynamite,BTS,0.77,0.754950022589948,0.74,130
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,0.61,0.7599487384187945,0.96,116
Streets,Doja Cat,0.46,0.7595252105693748,0.19,149
Closer,"The Chainsmokers, Halsey",0.52,0.7590618452369007,0.64,154
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",0.63,0.7530494044508721,0.45,144
Question...?,Taylor Swift,0.5,0.750301048074796,0.11,105
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",0.5,0.7686544855323341,0.91,88
Heat Waves,Glass Animals,0.53,0.7637485804686096,0.53,89
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",0.72,0.766912325643063,0.96,126
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",0.58,0.7629376662801682,0.61,87
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",0.81,0.7633708244238738,0.8,116
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",0.7,0.7698264327655248,0.26,118
LA INOCENTE,"Feid, Mora",0.79,0.7631283087909121,0.46,83
Vista Al Mar,Quevedo,0.56,0.7615609785484249,0.49,84
Pepas,Farruko,0.77,0.7684243287420989,0.44,100
Sobrio,Maluma,0.77,0.7675809195669756,0.63,70
Ley Seca,"Anuel Aa, Jhay Cortez",0.84,0.7633357068993648,0.58,123
Mujeriego,Ryan Castro,0.62,0.763241479823156,0.92,72
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",0.52,0.7610365664612351,0.77,85
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",0.7,0.7645311640128264,0.96,156
La Zona,Bad Bunny,0.8,0.7687866940509736,0.81,126
Wait a Minute!,Willow,0.71,0.7656415191563746,0.63,144
The Heart Part 5,Kendrick Lamar,0.81,0.7606375465701777,0.79,81
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",0.58,0.7707346190318983,0.75,143
BESO,"Rauw Alejandro, ROSALï¿½",0.64,0.7772344951498087,0.53,85
BABY HELLO,"Rauw Alejandro, Bizarrap",0.89,0.7785440731995817,0.84,141
Bones,Imagine Dragons,0.72,0.7721817024514912,0.65,145
LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",0.62,0.7738913549886098,0.79,93
Believer,Imagine Dragons,0.78,0.7750696890046116,0.74,97
One Dance,"Drake, WizKid, Kyla",0.63,0.7732494268977372,0.36,77
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",0.73,0.778815337962036,0.79,105
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",0.55,0.7729732176026957,0.28,159
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",0.58,0.7732618521664014,0.69,77
Cupid,Fifty Fifty,0.66,0.7792710722701193,0.94,127
Super,SEVENTEEN,0.88,0.7737680802275733,0.35,129
Sunroof,"Nicky Youre, Dazy",0.71,0.7729087058761717,0.84,119
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",0.87,0.7722073513500431,0.72,97
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",0.8,0.7745855192027667,0.65,110
Kiss Me More (feat. SZA),"SZA, Doja Cat",0.66,0.7774040844301489,0.74,133
Donï¿½ï¿½ï¿½t Break My,The Weeknd,0.62,0.7744614416962748,0.25,96
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",0.47,0.7758695218488694,0.4,132
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",0.42,0.7763738909031588,0.49,86
